"DATE","PROVINCE","REGION","NR_REPORTING","TOTAL_IN","TOTAL_IN_ICU","NEW_IN","NEW_IN_ICU","TOTAL_IN_RESP","TOTAL_IN_ECMO"
2023-02-23,"Liège","Wallonia",12,104,4,6,6,2,0
2023-02-23,"Luxembourg","Wallonia",3,19,0,2,2,0,0
2023-02-23,"Namur","Wallonia",6,43,2,4,4,1,0
2023-02-23,"OostVlaanderen","Flanders",13,316,14,36,36,3,0
2023-02-23,"VlaamsBrabant","Flanders",6,129,5,18,18,0,0
2023-02-23,"WestVlaanderen","Flanders",11,302,8,26,26,0,0
2023-02-24,"Antwerpen","Flanders",14,357,15,27,27,6,0
2023-02-24,"BrabantWallon","Wallonia",2,16,1,1,1,0,0
2023-02-24,"Brussels","Brussels",15,159,8,4,4,3,0
2023-02-24,"Hainaut","Wallonia",14,112,5,6,6,5,0
2023-02-24,"Limburg","Flanders",7,115,7,18,18,1,0
2023-02-24,"Liège","Wallonia",12,76,2,5,5,1,0
2023-02-24,"Luxembourg","Wallonia",3,17,0,1,1,0,0
2023-02-24,"Namur","Wallonia",6,40,2,4,4,1,0
2023-02-24,"OostVlaanderen","Flanders",13,297,10,18,18,2,0
2023-02-24,"VlaamsBrabant","Flanders",6,124,5,11,11,0,0
2023-02-24,"WestVlaanderen","Flanders",11,300,13,29,29,2,0
2023-02-25,"Antwerpen","Flanders",14,343,12,17,17,4,0
2023-02-25,"BrabantWallon","Wallonia",2,21,1,3,3,0,0
2023-02-25,"Brussels","Brussels",15,175,11,27,27,4,0
2023-02-25,"Hainaut","Wallonia",14,104,6,3,3,5,0
2023-02-25,"Limburg","Flanders",7,128,6,13,13,1,0
2023-02-25,"Liège","Wallonia",12,83,4,10,10,1,0
2023-02-25,"Luxembourg","Wallonia",3,17,0,1,1,0,0
2023-02-25,"Namur","Wallonia",6,40,3,0,0,3,0
2023-02-25,"OostVlaanderen","Flanders",13,295,11,33,33,2,0
2023-02-25,"VlaamsBrabant","Flanders",6,119,2,11,11,0,0
2023-02-25,"WestVlaanderen","Flanders",11,287,10,32,32,1,0
2023-02-26,"Antwerpen","Flanders",14,351,13,10,10,4,0
2023-02-26,"BrabantWallon","Wallonia",2,17,1,1,1,0,0
2023-02-26,"Brussels","Brussels",15,177,7,6,6,4,0
2023-02-26,"Hainaut","Wallonia",14,111,5,4,4,4,0
2023-02-26,"Limburg","Flanders",7,132,8,9,9,3,0
2023-02-26,"Liège","Wallonia",12,89,4,8,8,1,0
2023-02-26,"Luxembourg","Wallonia",3,17,0,0,0,0,0
2023-02-26,"Namur","Wallonia",6,40,4,4,4,4,0
2023-02-26,"OostVlaanderen","Flanders",13,298,12,13,13,2,0
2023-02-26,"VlaamsBrabant","Flanders",6,125,4,10,10,0,0
2023-02-26,"WestVlaanderen","Flanders",11,297,14,19,19,1,0
2023-02-27,"Antwerpen","Flanders",14,373,14,16,16,2,0
2023-02-27,"BrabantWallon","Wallonia",2,17,1,0,0,0,0
2023-02-27,"Brussels","Brussels",15,180,6,8,8,3,0
2023-02-27,"Hainaut","Wallonia",14,129,6,4,4,4,0
2023-02-27,"Limburg","Flanders",7,133,8,10,10,3,0
2023-02-27,"Liège","Wallonia",12,90,4,8,8,1,0
2023-02-27,"Luxembourg","Wallonia",3,17,0,0,0,0,0
2023-02-27,"Namur","Wallonia",6,40,4,0,0,2,0
2023-02-27,"OostVlaanderen","Flanders",13,307,14,11,11,2,0
2023-02-27,"VlaamsBrabant","Flanders",6,131,5,11,11,0,0
2023-02-27,"WestVlaanderen","Flanders",11,311,13,23,23,2,0
2023-02-28,"Antwerpen","Flanders",14,392,15,23,23,3,0
2023-02-28,"BrabantWallon","Wallonia",2,20,1,2,2,0,0
2023-02-28,"Brussels","Brussels",15,188,6,6,6,4,0
2023-02-28,"Hainaut","Wallonia",14,121,6,3,3,4,0
2023-02-28,"Limburg","Flanders",7,134,13,16,16,3,0
2023-02-28,"Liège","Wallonia",12,80,6,8,8,1,0
2023-02-28,"Luxembourg","Wallonia",3,22,0,3,3,0,0
2023-02-28,"Namur","Wallonia",6,41,2,2,2,2,0
2023-02-28,"OostVlaanderen","Flanders",13,298,10,38,38,1,0
2023-02-28,"VlaamsBrabant","Flanders",6,135,7,16,16,0,0
2023-02-28,"WestVlaanderen","Flanders",11,304,16,36,36,3,0
2023-03-01,"Antwerpen","Flanders",14,376,10,23,23,4,0
2023-03-01,"BrabantWallon","Wallonia",2,25,1,3,3,0,0
2023-03-01,"Brussels","Brussels",15,193,6,11,11,3,1
2023-03-01,"Hainaut","Wallonia",14,129,4,6,6,2,0
2023-03-01,"Limburg","Flanders",7,127,11,15,15,2,0
2023-03-01,"Liège","Wallonia",12,98,7,13,13,2,0
2023-03-01,"Luxembourg","Wallonia",3,24,0,4,4,0,0
2023-03-01,"Namur","Wallonia",6,40,1,2,2,1,0
2023-03-01,"OostVlaanderen","Flanders",13,301,14,40,40,1,0
2023-03-01,"VlaamsBrabant","Flanders",6,137,8,25,25,0,0
2023-03-01,"WestVlaanderen","Flanders",11,310,13,32,32,3,0
2023-03-02,"Antwerpen","Flanders",14,367,10,16,16,3,0
2023-03-02,"BrabantWallon","Wallonia",2,23,1,1,1,0,0
2023-03-02,"Brussels","Brussels",15,182,6,6,6,1,0
2023-03-02,"Hainaut","Wallonia",14,114,6,5,5,3,0
2023-03-02,"Limburg","Flanders",7,113,7,17,17,2,0
2023-03-02,"Liège","Wallonia",12,92,4,10,10,1,0
2023-03-02,"Luxembourg","Wallonia",3,23,1,1,1,0,0
2023-03-02,"Namur","Wallonia",6,38,1,1,1,1,0
2023-03-02,"OostVlaanderen","Flanders",13,309,18,23,23,0,0
2023-03-02,"VlaamsBrabant","Flanders",6,147,9,20,20,1,0
2023-03-02,"WestVlaanderen","Flanders",11,305,14,35,35,4,0
2023-03-03,"Antwerpen","Flanders",14,363,12,22,22,3,0
2023-03-03,"BrabantWallon","Wallonia",2,19,0,2,2,0,0
2023-03-03,"Brussels","Brussels",15,185,7,17,17,1,0
2023-03-03,"Hainaut","Wallonia",14,118,6,3,3,3,0
2023-03-03,"Limburg","Flanders",7,114,7,11,11,2,0
2023-03-03,"Liège","Wallonia",12,97,5,10,10,1,0
2023-03-03,"Luxembourg","Wallonia",3,21,1,2,2,0,0
2023-03-03,"Namur","Wallonia",6,44,1,5,5,1,0
2023-03-03,"OostVlaanderen","Flanders",13,306,14,13,13,0,0
2023-03-03,"VlaamsBrabant","Flanders",6,152,10,17,17,1,1
2023-03-03,"WestVlaanderen","Flanders",11,306,16,31,31,2,0
2023-03-04,"Antwerpen","Flanders",14,347,11,19,19,4,0
2023-03-04,"BrabantWallon","Wallonia",2,27,1,1,1,1,0
2023-03-04,"Brussels","Brussels",15,188,9,7,7,2,0
2023-03-04,"Hainaut","Wallonia",14,128,6,7,7,3,0
2023-03-04,"Limburg","Flanders",7,126,10,17,17,3,0
2023-03-04,"Liège","Wallonia",12,104,6,10,10,2,0
2023-03-04,"Luxembourg","Wallonia",3,24,2,2,2,0,0
2023-03-04,"Namur","Wallonia",6,55,2,8,8,2,0
2023-03-04,"OostVlaanderen","Flanders",13,301,12,17,17,0,0
2023-03-04,"VlaamsBrabant","Flanders",6,141,10,13,13,1,0
2023-03-04,"WestVlaanderen","Flanders",11,303,19,46,46,3,0
2023-03-05,"Antwerpen","Flanders",14,358,14,11,11,4,0
2023-03-05,"BrabantWallon","Wallonia",2,29,2,2,2,1,0
2023-03-05,"Brussels","Brussels",15,192,9,3,3,2,2
2023-03-05,"Hainaut","Wallonia",14,146,8,7,7,3,0
2023-03-05,"Limburg","Flanders",7,133,9,8,8,1,0
2023-03-05,"Liège","Wallonia",12,122,7,15,15,2,0
2023-03-05,"Luxembourg","Wallonia",3,24,1,2,2,0,0
2023-03-05,"Namur","Wallonia",6,61,2,7,7,2,0
2023-03-05,"OostVlaanderen","Flanders",13,312,14,8,8,1,0
2023-03-05,"VlaamsBrabant","Flanders",6,146,10,9,9,1,0
2023-03-05,"WestVlaanderen","Flanders",11,323,20,33,33,2,0
2023-03-06,"Antwerpen","Flanders",14,370,14,17,17,5,0
2023-03-06,"BrabantWallon","Wallonia",2,30,2,0,0,1,0
2023-03-06,"Brussels","Brussels",15,192,10,11,11,3,0
2023-03-06,"Hainaut","Wallonia",14,167,5,12,12,2,0
2023-03-06,"Limburg","Flanders",7,138,8,19,19,1,0
2023-03-06,"Liège","Wallonia",12,134,7,15,15,3,0
2023-03-06,"Luxembourg","Wallonia",3,22,1,1,1,0,0
2023-03-06,"Namur","Wallonia",6,70,3,9,9,2,0
2023-03-06,"OostVlaanderen","Flanders",13,332,20,27,27,2,1
2023-03-06,"VlaamsBrabant","Flanders",6,159,9,14,14,2,0
2023-03-06,"WestVlaanderen","Flanders",11,339,21,26,26,4,1
2023-03-07,"Antwerpen","Flanders",14,357,12,22,22,6,0
2023-03-07,"BrabantWallon","Wallonia",2,24,0,0,0,0,0
2023-03-07,"Brussels","Brussels",15,203,13,21,21,3,0
2023-03-07,"Hainaut","Wallonia",14,172,2,12,12,1,0
2023-03-07,"Limburg","Flanders",7,139,6,14,14,1,0
2023-03-07,"Liège","Wallonia",12,149,10,21,21,3,0
2023-03-07,"Luxembourg","Wallonia",3,28,1,5,5,0,0
2023-03-07,"Namur","Wallonia",6,76,4,12,12,2,0
2023-03-07,"OostVlaanderen","Flanders",13,327,21,32,32,3,1
2023-03-07,"VlaamsBrabant","Flanders",6,158,10,18,18,3,0
2023-03-07,"WestVlaanderen","Flanders",11,348,17,45,45,5,0
2023-03-08,"Antwerpen","Flanders",14,373,13,27,27,6,0
2023-03-08,"BrabantWallon","Wallonia",2,23,0,1,1,0,0
2023-03-08,"Brussels","Brussels",15,226,14,9,9,4,0
2023-03-08,"Hainaut","Wallonia",14,202,4,15,15,2,0
2023-03-08,"Limburg","Flanders",7,161,5,26,26,1,0
2023-03-08,"Liège","Wallonia",12,164,10,25,25,3,0
2023-03-08,"Luxembourg","Wallonia",3,27,2,0,0,0,0
2023-03-08,"Namur","Wallonia",6,74,3,6,6,1,0
2023-03-08,"OostVlaanderen","Flanders",13,343,23,33,33,2,1
2023-03-08,"VlaamsBrabant","Flanders",6,150,8,9,9,2,0
2023-03-08,"WestVlaanderen","Flanders",11,357,18,45,45,3,0
2023-03-09,"Antwerpen","Flanders",14,351,15,24,24,7,0
2023-03-09,"BrabantWallon","Wallonia",2,23,0,3,3,0,0
2023-03-09,"Brussels","Brussels",15,239,14,4,4,5,0
2023-03-09,"Hainaut","Wallonia",14,217,7,6,6,3,0
2023-03-09,"Limburg","Flanders",7,147,6,7,7,0,0
2023-03-09,"Liège","Wallonia",12,176,10,14,14,3,0
2023-03-09,"Luxembourg","Wallonia",3,29,6,3,3,0,0
2023-03-09,"Namur","Wallonia",6,77,2,7,7,1,0
2023-03-09,"OostVlaanderen","Flanders",13,342,27,16,16,1,1
2023-03-09,"VlaamsBrabant","Flanders",6,153,7,19,19,2,0
2023-03-09,"WestVlaanderen","Flanders",11,363,14,41,41,4,0
2023-03-10,"Antwerpen","Flanders",14,338,20,16,16,7,0
2023-03-10,"BrabantWallon","Wallonia",2,19,0,1,1,0,0
2023-03-10,"Brussels","Brussels",15,252,13,13,13,6,0
2023-03-10,"Hainaut","Wallonia",14,206,8,8,8,4,0
2023-03-10,"Limburg","Flanders",7,146,7,13,13,0,0
2023-03-10,"Liège","Wallonia",12,181,10,21,21,3,0
2023-03-10,"Luxembourg","Wallonia",3,30,7,6,6,0,0
2023-03-10,"Namur","Wallonia",6,87,4,7,7,2,1
2023-03-10,"OostVlaanderen","Flanders",13,335,23,23,23,3,1
2023-03-10,"VlaamsBrabant","Flanders",6,166,5,16,16,2,0
2023-03-10,"WestVlaanderen","Flanders",11,371,20,46,46,3,0
2023-03-11,"Antwerpen","Flanders",14,339,19,37,37,6,0
2023-03-11,"BrabantWallon","Wallonia",2,19,0,2,2,0,0
2023-03-11,"Brussels","Brussels",15,260,14,12,12,6,0
2023-03-11,"Hainaut","Wallonia",14,218,11,17,17,3,0
2023-03-11,"Limburg","Flanders",7,161,7,20,20,1,0
2023-03-11,"Liège","Wallonia",12,193,12,22,22,2,0
2023-03-11,"Luxembourg","Wallonia",3,35,4,2,2,0,0
2023-03-11,"Namur","Wallonia",6,88,3,6,6,2,1
2023-03-11,"OostVlaanderen","Flanders",13,329,24,22,22,3,1
2023-03-11,"VlaamsBrabant","Flanders",6,166,4,16,16,2,0
2023-03-11,"WestVlaanderen","Flanders",11,374,20,46,46,3,0
2023-03-12,"Antwerpen","Flanders",14,362,18,22,22,8,0
2023-03-12,"BrabantWallon","Wallonia",2,21,0,1,1,0,0
2023-03-12,"Brussels","Brussels",15,265,15,8,8,6,0
2023-03-12,"Hainaut","Wallonia",14,219,10,7,7,3,0
2023-03-12,"Limburg","Flanders",7,161,7,11,11,1,0
2023-03-12,"Liège","Wallonia",12,200,12,12,12,2,0
2023-03-12,"Luxembourg","Wallonia",3,38,4,1,1,0,0
2023-03-12,"Namur","Wallonia",6,91,5,5,5,3,1
2023-03-12,"OostVlaanderen","Flanders",13,354,26,17,17,3,1
2023-03-12,"VlaamsBrabant","Flanders",6,160,4,9,9,2,0
2023-03-12,"WestVlaanderen","Flanders",11,398,16,26,26,3,0
2023-03-13,"Antwerpen","Flanders",14,373,24,22,22,9,0
2023-03-13,"BrabantWallon","Wallonia",2,19,0,0,0,0,0
2023-03-13,"Brussels","Brussels",15,264,16,5,5,5,0
2023-03-13,"Hainaut","Wallonia",14,257,11,20,20,4,0
2023-03-13,"Limburg","Flanders",7,179,10,16,16,1,0
2023-03-13,"Liège","Wallonia",12,202,11,13,13,2,0
2023-03-13,"Luxembourg","Wallonia",3,34,5,7,7,0,0
2023-03-13,"Namur","Wallonia",6,95,5,3,3,2,0
2023-03-13,"OostVlaanderen","Flanders",13,348,24,11,11,2,0
2023-03-13,"VlaamsBrabant","Flanders",6,167,4,13,13,1,0
2023-03-13,"WestVlaanderen","Flanders",11,408,17,26,26,4,0
2023-03-14,"Antwerpen","Flanders",14,375,25,22,22,11,0
2023-03-14,"BrabantWallon","Wallonia",2,23,0,2,2,0,0
2023-03-14,"Brussels","Brussels",15,272,17,16,16,7,0
2023-03-14,"Hainaut","Wallonia",14,266,11,22,22,6,0
2023-03-14,"Limburg","Flanders",7,179,12,25,25,1,0
2023-03-14,"Liège","Wallonia",12,206,12,30,30,3,0
2023-03-14,"Luxembourg","Wallonia",3,32,4,5,5,1,0
2023-03-14,"Namur","Wallonia",6,95,5,7,7,3,0
2023-03-14,"OostVlaanderen","Flanders",13,357,20,40,40,1,0
2023-03-14,"VlaamsBrabant","Flanders",6,158,6,16,16,1,0
2023-03-14,"WestVlaanderen","Flanders",11,384,18,37,37,2,0
2023-03-15,"Antwerpen","Flanders",14,366,21,17,17,8,0
2023-03-15,"BrabantWallon","Wallonia",2,26,0,2,2,0,0
2023-03-15,"Brussels","Brussels",15,265,13,12,12,9,0
2023-03-15,"Hainaut","Wallonia",14,286,10,15,15,5,0
2023-03-15,"Limburg","Flanders",7,171,15,20,20,2,0
2023-03-15,"Liège","Wallonia",12,209,12,22,22,4,0
2023-03-15,"Luxembourg","Wallonia",3,32,3,5,5,1,0
2023-03-15,"Namur","Wallonia",6,82,4,4,4,3,0
2023-03-15,"OostVlaanderen","Flanders",13,349,21,23,23,3,0
2023-03-15,"VlaamsBrabant","Flanders",6,157,8,16,16,1,0
2023-03-15,"WestVlaanderen","Flanders",11,386,25,46,46,4,0
2023-03-16,"Antwerpen","Flanders",14,372,22,19,19,11,0
2023-03-16,"BrabantWallon","Wallonia",2,26,0,3,3,0,0
2023-03-16,"Brussels","Brussels",15,274,13,15,15,8,0
2023-03-16,"Hainaut","Wallonia",14,285,10,12,12,5,0
2023-03-16,"Limburg","Flanders",7,165,14,12,12,3,0
2023-03-16,"Liège","Wallonia",12,211,10,23,23,3,0
2023-03-16,"Luxembourg","Wallonia",3,36,2,3,3,1,0
2023-03-16,"Namur","Wallonia",6,87,2,11,11,2,0
2023-03-16,"OostVlaanderen","Flanders",13,335,17,26,26,0,0
2023-03-16,"VlaamsBrabant","Flanders",6,157,7,17,17,1,0
2023-03-16,"WestVlaanderen","Flanders",11,381,20,35,35,5,0
2023-03-17,"Antwerpen","Flanders",14,369,27,20,20,12,0
2023-03-17,"BrabantWallon","Wallonia",2,28,0,2,2,0,0
2023-03-17,"Brussels","Brussels",15,267,14,15,15,6,0
2023-03-17,"Hainaut","Wallonia",14,300,12,15,15,3,0
2023-03-17,"Limburg","Flanders",7,164,9,13,13,2,0
2023-03-17,"Liège","Wallonia",12,211,9,16,16,2,0
2023-03-17,"Luxembourg","Wallonia",3,39,3,3,3,1,0
2023-03-17,"Namur","Wallonia",6,80,6,4,4,2,0
2023-03-17,"OostVlaanderen","Flanders",13,314,15,22,22,1,0
2023-03-17,"VlaamsBrabant","Flanders",6,155,9,12,12,2,0
2023-03-17,"WestVlaanderen","Flanders",11,352,18,30,30,5,0
2023-03-18,"Antwerpen","Flanders",14,345,26,18,18,11,0
2023-03-18,"BrabantWallon","Wallonia",2,28,0,2,2,0,0
2023-03-18,"Brussels","Brussels",15,246,13,2,2,7,0
2023-03-18,"Hainaut","Wallonia",14,292,13,4,4,2,1
2023-03-18,"Limburg","Flanders",7,179,10,20,20,2,0
2023-03-18,"Liège","Wallonia",12,204,9,21,21,1,0
2023-03-18,"Luxembourg","Wallonia",3,35,3,2,2,1,0
2023-03-18,"Namur","Wallonia",6,78,5,6,6,1,1
2023-03-18,"OostVlaanderen","Flanders",13,301,16,29,29,4,0
2023-03-18,"VlaamsBrabant","Flanders",6,157,10,20,20,3,0
2023-03-18,"WestVlaanderen","Flanders",11,366,16,51,51,5,0
2023-03-19,"Antwerpen","Flanders",14,359,25,16,16,10,0
2023-03-19,"BrabantWallon","Wallonia",2,30,0,2,2,0,0
2023-03-19,"Brussels","Brussels",15,255,14,7,7,8,0
2023-03-19,"Hainaut","Wallonia",14,296,14,6,6,3,0
2023-03-19,"Limburg","Flanders",7,186,10,14,14,2,0
2023-03-19,"Liège","Wallonia",12,211,9,10,10,1,0
2023-03-19,"Luxembourg","Wallonia",3,35,4,0,0,1,0
2023-03-19,"Namur","Wallonia",6,80,6,1,1,1,1
2023-03-19,"OostVlaanderen","Flanders",13,334,20,17,17,4,0
2023-03-19,"VlaamsBrabant","Flanders",6,164,10,11,11,4,0
2023-03-19,"WestVlaanderen","Flanders",11,369,17,35,35,3,0
2023-03-20,"Antwerpen","Flanders",14,368,20,13,13,9,0
2023-03-20,"BrabantWallon","Wallonia",2,33,0,0,0,0,0
2023-03-20,"Brussels","Brussels",15,257,15,17,17,6,0
2023-03-20,"Hainaut","Wallonia",14,297,15,10,10,2,0
2023-03-20,"Limburg","Flanders",7,168,9,18,18,1,0
2023-03-20,"Liège","Wallonia",12,223,8,10,10,1,0
2023-03-20,"Luxembourg","Wallonia",3,32,5,1,1,1,1
2023-03-20,"Namur","Wallonia",6,80,6,6,6,2,0
2023-03-20,"OostVlaanderen","Flanders",13,343,22,13,13,4,0
2023-03-20,"VlaamsBrabant","Flanders",6,164,11,7,7,4,0
2023-03-20,"WestVlaanderen","Flanders",11,382,21,21,21,3,0
2023-03-21,"Antwerpen","Flanders",14,335,17,14,14,9,0
2023-03-21,"BrabantWallon","Wallonia",2,33,0,3,3,0,0
2023-03-21,"Brussels","Brussels",15,246,16,14,14,7,0
2023-03-21,"Hainaut","Wallonia",14,290,11,8,8,4,0
2023-03-21,"Limburg","Flanders",7,152,8,10,10,0,0
2023-03-21,"Liège","Wallonia",12,216,9,27,27,1,0
2023-03-21,"Luxembourg","Wallonia",3,31,5,1,1,1,1
2023-03-21,"Namur","Wallonia",6,97,4,12,12,1,0
2023-03-21,"OostVlaanderen","Flanders",13,327,19,26,26,5,0
2023-03-21,"VlaamsBrabant","Flanders",6,161,13,11,11,4,1
2023-03-21,"WestVlaanderen","Flanders",11,349,23,40,40,2,0
2023-03-22,"Antwerpen","Flanders",14,315,14,13,13,8,0
2023-03-22,"BrabantWallon","Wallonia",2,33,0,0,0,0,0
2023-03-22,"Brussels","Brussels",15,214,17,8,8,7,0
2023-03-22,"Hainaut","Wallonia",14,298,14,12,12,3,0
2023-03-22,"Limburg","Flanders",7,144,5,16,16,0,0
2023-03-22,"Liège","Wallonia",12,214,9,15,15,1,0
2023-03-22,"Luxembourg","Wallonia",3,26,3,4,4,1,0
2023-03-22,"Namur","Wallonia",6,110,3,14,14,1,0
2023-03-22,"OostVlaanderen","Flanders",13,312,21,24,24,8,0
2023-03-22,"VlaamsBrabant","Flanders",6,146,13,8,8,4,1
2023-03-22,"WestVlaanderen","Flanders",11,334,16,37,37,1,0
2023-03-23,"Antwerpen","Flanders",14,309,13,21,21,8,0
2023-03-23,"BrabantWallon","Wallonia",2,26,0,1,1,0,0
2023-03-23,"Brussels","Brussels",15,209,18,12,12,7,0
2023-03-23,"Hainaut","Wallonia",14,298,15,24,24,4,0
2023-03-23,"Limburg","Flanders",7,146,4,14,14,0,0
2023-03-23,"Liège","Wallonia",12,208,10,18,18,0,0
2023-03-23,"Luxembourg","Wallonia",3,25,2,2,2,1,0
2023-03-23,"Namur","Wallonia",6,105,3,11,11,2,0
2023-03-23,"OostVlaanderen","Flanders",13,300,21,26,26,3,0
2023-03-23,"VlaamsBrabant","Flanders",6,149,11,16,16,5,0
2023-03-23,"WestVlaanderen","Flanders",11,331,12,30,30,1,0
2023-03-24,"Antwerpen","Flanders",14,299,16,15,15,7,0
2023-03-24,"BrabantWallon","Wallonia",2,23,1,1,1,1,0
2023-03-24,"Brussels","Brussels",15,204,21,19,19,9,0
2023-03-24,"Hainaut","Wallonia",14,290,13,10,10,3,0
2023-03-24,"Limburg","Flanders",7,145,6,13,13,0,0
2023-03-24,"Liège","Wallonia",12,214,7,17,17,2,0
2023-03-24,"Luxembourg","Wallonia",3,29,3,1,1,2,0
2023-03-24,"Namur","Wallonia",6,100,2,8,8,1,0
2023-03-24,"OostVlaanderen","Flanders",13,293,19,27,27,6,0
2023-03-24,"VlaamsBrabant","Flanders",6,147,11,13,13,5,0
2023-03-24,"WestVlaanderen","Flanders",11,315,12,29,29,1,0
2023-03-25,"Antwerpen","Flanders",14,263,16,18,18,7,0
2023-03-25,"BrabantWallon","Wallonia",2,20,1,1,1,1,0
2023-03-25,"Brussels","Brussels",15,207,18,23,23,8,0
2023-03-25,"Hainaut","Wallonia",14,298,14,11,11,2,0
2023-03-25,"Limburg","Flanders",7,140,6,7,7,0,0
2023-03-25,"Liège","Wallonia",12,192,6,14,14,2,0
2023-03-25,"Luxembourg","Wallonia",3,29,5,2,2,2,0
2023-03-25,"Namur","Wallonia",6,98,2,9,9,1,0
2023-03-25,"OostVlaanderen","Flanders",13,245,15,16,16,4,0
2023-03-25,"VlaamsBrabant","Flanders",6,126,9,7,7,4,0
2023-03-25,"WestVlaanderen","Flanders",11,305,13,27,27,1,0
2023-03-26,"Antwerpen","Flanders",14,265,14,15,15,7,0
2023-03-26,"BrabantWallon","Wallonia",2,23,2,3,3,1,0
2023-03-26,"Brussels","Brussels",15,219,19,17,17,8,0
2023-03-26,"Hainaut","Wallonia",14,338,18,4,4,2,0
2023-03-26,"Limburg","Flanders",7,140,6,9,9,0,0
2023-03-26,"Liège","Wallonia",12,200,6,17,17,2,0
2023-03-26,"Luxembourg","Wallonia",3,31,4,2,2,0,0
2023-03-26,"Namur","Wallonia",6,92,1,2,2,1,0
2023-03-26,"OostVlaanderen","Flanders",13,257,17,11,11,4,0
2023-03-26,"VlaamsBrabant","Flanders",6,130,9,9,9,4,0
2023-03-26,"WestVlaanderen","Flanders",11,302,13,13,13,2,0
2023-03-27,"Antwerpen","Flanders",14,271,13,12,12,6,0
2023-03-27,"BrabantWallon","Wallonia",2,26,2,2,2,1,0
2023-03-27,"Brussels","Brussels",15,225,17,9,9,9,0
2023-03-27,"Hainaut","Wallonia",14,341,17,16,16,5,0
2023-03-27,"Limburg","Flanders",7,142,8,6,6,0,0
2023-03-27,"Liège","Wallonia",12,215,7,14,14,3,0
2023-03-27,"Luxembourg","Wallonia",3,33,5,2,2,1,0
2023-03-27,"Namur","Wallonia",6,95,1,7,7,0,0
2023-03-27,"OostVlaanderen","Flanders",13,269,20,19,19,4,0
2023-03-27,"VlaamsBrabant","Flanders",6,129,9,8,8,4,0
2023-03-27,"WestVlaanderen","Flanders",11,294,13,14,14,1,0
2023-03-28,"Antwerpen","Flanders",14,277,11,13,13,5,0
2023-03-28,"BrabantWallon","Wallonia",2,28,2,3,3,1,0
2023-03-28,"Brussels","Brussels",15,232,16,16,16,8,0
2023-03-28,"Hainaut","Wallonia",14,336,19,14,14,8,0
2023-03-28,"Limburg","Flanders",7,128,5,5,5,1,0
2023-03-28,"Liège","Wallonia",12,217,8,24,24,4,0
2023-03-28,"Luxembourg","Wallonia",3,37,3,1,1,1,0
2023-03-28,"Namur","Wallonia",6,94,1,7,7,0,0
2023-03-28,"OostVlaanderen","Flanders",13,233,20,23,23,1,0
2023-03-28,"VlaamsBrabant","Flanders",6,126,10,13,13,5,0
2023-03-28,"WestVlaanderen","Flanders",11,246,13,21,21,1,0
2023-03-29,"Antwerpen","Flanders",14,263,13,14,14,8,0
2023-03-29,"BrabantWallon","Wallonia",2,27,2,3,3,1,0
2023-03-29,"Brussels","Brussels",15,226,13,28,28,4,0
2023-03-29,"Hainaut","Wallonia",14,338,20,14,14,6,0
2023-03-29,"Limburg","Flanders",7,114,4,6,6,1,0
2023-03-29,"Liège","Wallonia",12,223,9,25,25,3,0
2023-03-29,"Luxembourg","Wallonia",3,33,3,2,2,1,0
2023-03-29,"Namur","Wallonia",6,99,1,4,4,0,0
2023-03-29,"OostVlaanderen","Flanders",13,247,20,26,26,1,0
2023-03-29,"VlaamsBrabant","Flanders",6,116,10,3,3,4,0
2023-03-29,"WestVlaanderen","Flanders",11,218,14,12,12,1,0
2023-03-30,"Antwerpen","Flanders",14,247,17,11,11,8,0
2023-03-30,"BrabantWallon","Wallonia",2,30,2,2,2,1,0
2023-03-30,"Brussels","Brussels",15,227,14,16,16,4,0
2023-03-30,"Hainaut","Wallonia",14,323,18,10,10,4,0
2023-03-30,"Limburg","Flanders",7,105,6,5,5,1,0
2023-03-30,"Liège","Wallonia",12,211,8,7,7,3,0
2023-03-30,"Luxembourg","Wallonia",3,31,2,3,3,0,0
2023-03-30,"Namur","Wallonia",6,91,2,6,6,1,0
2023-03-30,"OostVlaanderen","Flanders",13,239,16,21,21,2,0
2023-03-30,"VlaamsBrabant","Flanders",6,109,12,7,7,5,0
2023-03-30,"WestVlaanderen","Flanders",11,210,14,13,13,1,0
2023-03-31,"Antwerpen","Flanders",14,250,17,20,20,8,0
2023-03-31,"BrabantWallon","Wallonia",2,28,2,3,3,1,0
2023-03-31,"Brussels","Brussels",15,227,17,8,8,2,0
2023-03-31,"Hainaut","Wallonia",14,294,15,14,14,6,0
2023-03-31,"Limburg","Flanders",7,98,4,10,10,1,0
2023-03-31,"Liège","Wallonia",12,226,9,24,24,2,1
2023-03-31,"Luxembourg","Wallonia",3,28,2,1,1,0,0
2023-03-31,"Namur","Wallonia",6,81,4,11,11,1,0
2023-03-31,"OostVlaanderen","Flanders",13,231,12,17,17,2,0
2023-03-31,"VlaamsBrabant","Flanders",6,104,10,5,5,4,0
2023-03-31,"WestVlaanderen","Flanders",11,206,10,29,29,1,0
2023-04-01,"Antwerpen","Flanders",14,228,18,13,13,6,0
2023-04-01,"BrabantWallon","Wallonia",2,27,2,4,4,1,0
2023-04-01,"Brussels","Brussels",15,210,12,14,14,2,0
2023-04-01,"Hainaut","Wallonia",14,291,14,15,15,6,0
