"DATE","REGION","AGEGROUP","SEX","BRAND","DOSE","COUNT"
2021-05-10,"Brussels","75-84","M","Johnson&Johnson","C",12
2021-05-10,"Brussels","75-84","M","Moderna","A",7
2021-05-10,"Brussels","75-84","M","Moderna","B",8
2021-05-10,"Brussels","75-84","M","Pfizer-BioNTech","A",8
2021-05-10,"Brussels","75-84","M","Pfizer-BioNTech","B",85
2021-05-10,"Brussels","85+","F","AstraZeneca-Oxford","A",5
2021-05-10,"Brussels","85+","F","AstraZeneca-Oxford","B",1
2021-05-10,"Brussels","85+","F","Johnson&Johnson","C",24
2021-05-10,"Brussels","85+","F","Moderna","A",2
2021-05-10,"Brussels","85+","F","Moderna","B",1
2021-05-10,"Brussels","85+","F","Pfizer-BioNTech","A",10
2021-05-10,"Brussels","85+","F","Pfizer-BioNTech","B",54
2021-05-10,"Brussels","85+","M","AstraZeneca-Oxford","A",6
2021-05-10,"Brussels","85+","M","Johnson&Johnson","C",10
2021-05-10,"Brussels","85+","M","Moderna","A",3
2021-05-10,"Brussels","85+","M","Moderna","B",3
2021-05-10,"Brussels","85+","M","Pfizer-BioNTech","A",5
2021-05-10,"Brussels","85+","M","Pfizer-BioNTech","B",27
2021-05-10,"Flanders","0-17","F","Johnson&Johnson","C",1
2021-05-10,"Flanders","0-17","F","Pfizer-BioNTech","A",9
2021-05-10,"Flanders","0-17","M","Moderna","B",1
2021-05-10,"Flanders","0-17","M","Pfizer-BioNTech","A",8
2021-05-10,"Flanders","18-34","F","AstraZeneca-Oxford","B",44
2021-05-10,"Flanders","18-34","F","Johnson&Johnson","C",25
2021-05-10,"Flanders","18-34","F","Moderna","A",44
2021-05-10,"Flanders","18-34","F","Moderna","B",28
2021-05-10,"Flanders","18-34","F","Pfizer-BioNTech","A",475
2021-05-10,"Flanders","18-34","F","Pfizer-BioNTech","B",61
2021-05-10,"Flanders","18-34","M","AstraZeneca-Oxford","A",3
2021-05-10,"Flanders","18-34","M","AstraZeneca-Oxford","B",22
2021-05-10,"Flanders","18-34","M","Johnson&Johnson","C",22
2021-05-10,"Flanders","18-34","M","Moderna","A",19
2021-05-10,"Flanders","18-34","M","Moderna","B",19
2021-05-10,"Flanders","18-34","M","Pfizer-BioNTech","A",444
2021-05-10,"Flanders","18-34","M","Pfizer-BioNTech","B",35
2021-05-10,"Flanders","35-44","F","AstraZeneca-Oxford","A",50
2021-05-10,"Flanders","35-44","F","AstraZeneca-Oxford","B",68
2021-05-10,"Flanders","35-44","F","Johnson&Johnson","C",12
2021-05-10,"Flanders","35-44","F","Moderna","A",25
2021-05-10,"Flanders","35-44","F","Moderna","B",9
2021-05-10,"Flanders","35-44","F","Pfizer-BioNTech","A",560
2021-05-10,"Flanders","35-44","F","Pfizer-BioNTech","B",27
2021-05-10,"Flanders","35-44","M","AstraZeneca-Oxford","A",39
2021-05-10,"Flanders","35-44","M","AstraZeneca-Oxford","B",22
2021-05-10,"Flanders","35-44","M","Johnson&Johnson","C",14
2021-05-10,"Flanders","35-44","M","Moderna","A",11
2021-05-10,"Flanders","35-44","M","Moderna","B",10
2021-05-10,"Flanders","35-44","M","Pfizer-BioNTech","A",551
2021-05-10,"Flanders","35-44","M","Pfizer-BioNTech","B",17
2021-05-10,"Flanders","45-54","F","AstraZeneca-Oxford","A",76
2021-05-10,"Flanders","45-54","F","AstraZeneca-Oxford","B",185
2021-05-10,"Flanders","45-54","F","Johnson&Johnson","C",23
2021-05-10,"Flanders","45-54","F","Moderna","A",17
2021-05-10,"Flanders","45-54","F","Moderna","B",21
2021-05-10,"Flanders","45-54","F","Pfizer-BioNTech","A",825
2021-05-10,"Flanders","45-54","F","Pfizer-BioNTech","B",20
2021-05-10,"Flanders","45-54","M","AstraZeneca-Oxford","A",83
2021-05-10,"Flanders","45-54","M","AstraZeneca-Oxford","B",35
2021-05-10,"Flanders","45-54","M","Johnson&Johnson","C",19
2021-05-10,"Flanders","45-54","M","Moderna","A",12
2021-05-10,"Flanders","45-54","M","Moderna","B",14
2021-05-10,"Flanders","45-54","M","Pfizer-BioNTech","A",1034
2021-05-10,"Flanders","45-54","M","Pfizer-BioNTech","B",17
2021-05-10,"Flanders","55-64","F","AstraZeneca-Oxford","A",1637
2021-05-10,"Flanders","55-64","F","AstraZeneca-Oxford","B",32
2021-05-10,"Flanders","55-64","F","Johnson&Johnson","C",23
2021-05-10,"Flanders","55-64","F","Moderna","A",11
2021-05-10,"Flanders","55-64","F","Moderna","B",23
2021-05-10,"Flanders","55-64","F","Pfizer-BioNTech","A",10627
2021-05-10,"Flanders","55-64","F","Pfizer-BioNTech","B",23
2021-05-10,"Flanders","55-64","M","AstraZeneca-Oxford","A",1727
2021-05-10,"Flanders","55-64","M","AstraZeneca-Oxford","B",11
2021-05-10,"Flanders","55-64","M","Johnson&Johnson","C",20
2021-05-10,"Flanders","55-64","M","Moderna","A",7
2021-05-10,"Flanders","55-64","M","Moderna","B",9
2021-05-10,"Flanders","55-64","M","Pfizer-BioNTech","A",12669
2021-05-10,"Flanders","55-64","M","Pfizer-BioNTech","B",20
2021-05-10,"Flanders","65-74","F","AstraZeneca-Oxford","A",296
2021-05-10,"Flanders","65-74","F","AstraZeneca-Oxford","B",1
2021-05-10,"Flanders","65-74","F","Johnson&Johnson","C",24
2021-05-10,"Flanders","65-74","F","Moderna","B",21
2021-05-10,"Flanders","65-74","F","Pfizer-BioNTech","A",774
2021-05-10,"Flanders","65-74","F","Pfizer-BioNTech","B",6
2021-05-10,"Flanders","65-74","M","AstraZeneca-Oxford","A",302
2021-05-10,"Flanders","65-74","M","Johnson&Johnson","C",12
2021-05-10,"Flanders","65-74","M","Moderna","A",1
2021-05-10,"Flanders","65-74","M","Moderna","B",16
2021-05-10,"Flanders","65-74","M","Pfizer-BioNTech","A",719
2021-05-10,"Flanders","65-74","M","Pfizer-BioNTech","B",8
2021-05-10,"Flanders","75-84","F","AstraZeneca-Oxford","A",8
2021-05-10,"Flanders","75-84","F","AstraZeneca-Oxford","B",1
2021-05-10,"Flanders","75-84","F","Johnson&Johnson","C",31
2021-05-10,"Flanders","75-84","F","Moderna","A",1
2021-05-10,"Flanders","75-84","F","Moderna","B",6
2021-05-10,"Flanders","75-84","F","Pfizer-BioNTech","A",124
2021-05-10,"Flanders","75-84","F","Pfizer-BioNTech","B",25
2021-05-10,"Flanders","75-84","M","AstraZeneca-Oxford","A",11
2021-05-10,"Flanders","75-84","M","Johnson&Johnson","C",26
2021-05-10,"Flanders","75-84","M","Moderna","B",2
2021-05-10,"Flanders","75-84","M","Pfizer-BioNTech","A",75
2021-05-10,"Flanders","75-84","M","Pfizer-BioNTech","B",19
2021-05-10,"Flanders","85+","F","AstraZeneca-Oxford","A",9
2021-05-10,"Flanders","85+","F","AstraZeneca-Oxford","B",1
2021-05-10,"Flanders","85+","F","Johnson&Johnson","C",68
2021-05-10,"Flanders","85+","F","Moderna","B",3
2021-05-10,"Flanders","85+","F","Pfizer-BioNTech","A",38
2021-05-10,"Flanders","85+","F","Pfizer-BioNTech","B",6
2021-05-10,"Flanders","85+","M","AstraZeneca-Oxford","A",4
2021-05-10,"Flanders","85+","M","Johnson&Johnson","C",46
2021-05-10,"Flanders","85+","M","Moderna","B",1
2021-05-10,"Flanders","85+","M","Pfizer-BioNTech","A",12
2021-05-10,"Flanders","85+","M","Pfizer-BioNTech","B",4
2021-05-10,NA,"18-34","F","Moderna","A",1
2021-05-10,NA,"18-34","F","Pfizer-BioNTech","A",14
2021-05-10,NA,"18-34","M","Johnson&Johnson","C",2
2021-05-10,NA,"18-34","M","Moderna","A",2
2021-05-10,NA,"18-34","M","Moderna","B",2
2021-05-10,NA,"18-34","M","Pfizer-BioNTech","A",5
2021-05-10,NA,"35-44","F","AstraZeneca-Oxford","A",1
2021-05-10,NA,"35-44","F","Moderna","B",1
2021-05-10,NA,"35-44","F","Pfizer-BioNTech","A",10
2021-05-10,NA,"35-44","F","Pfizer-BioNTech","B",1
2021-05-10,NA,"35-44","M","AstraZeneca-Oxford","A",1
2021-05-10,NA,"35-44","M","Moderna","A",1
2021-05-10,NA,"35-44","M","Pfizer-BioNTech","A",10
2021-05-10,NA,"35-44","M","Pfizer-BioNTech","B",1
2021-05-10,NA,"45-54","F","AstraZeneca-Oxford","A",11
2021-05-10,NA,"45-54","F","AstraZeneca-Oxford","B",1
2021-05-10,NA,"45-54","F","Johnson&Johnson","C",1
2021-05-10,NA,"45-54","F","Moderna","A",4
2021-05-10,NA,"45-54","F","Pfizer-BioNTech","A",18
2021-05-10,NA,"45-54","F","Pfizer-BioNTech","B",1
2021-05-10,NA,"45-54","M","AstraZeneca-Oxford","A",14
2021-05-10,NA,"45-54","M","AstraZeneca-Oxford","B",1
2021-05-10,NA,"45-54","M","Moderna","A",2
2021-05-10,NA,"45-54","M","Pfizer-BioNTech","A",28
2021-05-10,NA,"55-64","F","AstraZeneca-Oxford","A",3
2021-05-10,NA,"55-64","F","Johnson&Johnson","C",2
2021-05-10,NA,"55-64","F","Moderna","A",1
2021-05-10,NA,"55-64","F","Moderna","B",2
2021-05-10,NA,"55-64","F","Pfizer-BioNTech","A",7
2021-05-10,NA,"55-64","F","Pfizer-BioNTech","B",1
2021-05-10,NA,"55-64","M","AstraZeneca-Oxford","A",3
2021-05-10,NA,"55-64","M","Moderna","A",3
2021-05-10,NA,"55-64","M","Pfizer-BioNTech","A",17
2021-05-10,NA,"55-64","M","Pfizer-BioNTech","B",2
2021-05-10,NA,"65-74","F","AstraZeneca-Oxford","A",1
2021-05-10,NA,"65-74","F","AstraZeneca-Oxford","B",2
2021-05-10,NA,"65-74","F","Moderna","A",1
2021-05-10,NA,"65-74","F","Pfizer-BioNTech","A",5
2021-05-10,NA,"65-74","F","Pfizer-BioNTech","B",2
2021-05-10,NA,"65-74","M","AstraZeneca-Oxford","A",4
2021-05-10,NA,"65-74","M","AstraZeneca-Oxford","B",1
2021-05-10,NA,"65-74","M","Moderna","B",1
2021-05-10,NA,"65-74","M","Pfizer-BioNTech","A",5
2021-05-10,NA,"65-74","M","Pfizer-BioNTech","B",3
2021-05-10,NA,"75-84","F","Moderna","B",1
2021-05-10,NA,"75-84","F","Pfizer-BioNTech","A",1
2021-05-10,NA,"75-84","M","Moderna","B",1
2021-05-10,NA,"75-84","M","Pfizer-BioNTech","A",3
2021-05-10,NA,"75-84","M","Pfizer-BioNTech","B",1
2021-05-10,NA,"85+","F","AstraZeneca-Oxford","A",1
2021-05-10,"Ostbelgien","18-34","F","Moderna","A",2
2021-05-10,"Ostbelgien","35-44","F","Moderna","A",1
2021-05-10,"Ostbelgien","35-44","M","Moderna","A",1
2021-05-10,"Ostbelgien","65-74","F","Moderna","A",1
2021-05-10,"Ostbelgien","65-74","F","Pfizer-BioNTech","A",1
2021-05-10,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",1
2021-05-10,"Wallonia","0-17","F","Pfizer-BioNTech","A",22
2021-05-10,"Wallonia","0-17","M","Moderna","A",3
2021-05-10,"Wallonia","0-17","M","Pfizer-BioNTech","A",8
2021-05-10,"Wallonia","0-17","M","Pfizer-BioNTech","B",1
2021-05-10,"Wallonia","18-34","F","AstraZeneca-Oxford","A",9
2021-05-10,"Wallonia","18-34","F","AstraZeneca-Oxford","B",2
2021-05-10,"Wallonia","18-34","F","Johnson&Johnson","C",34
2021-05-10,"Wallonia","18-34","F","Moderna","A",123
2021-05-10,"Wallonia","18-34","F","Moderna","B",20
2021-05-10,"Wallonia","18-34","F","Pfizer-BioNTech","A",897
2021-05-10,"Wallonia","18-34","F","Pfizer-BioNTech","B",27
2021-05-10,"Wallonia","18-34","M","AstraZeneca-Oxford","A",9
2021-05-10,"Wallonia","18-34","M","AstraZeneca-Oxford","B",2
2021-05-10,"Wallonia","18-34","M","Johnson&Johnson","C",30
2021-05-10,"Wallonia","18-34","M","Moderna","A",98
2021-05-10,"Wallonia","18-34","M","Moderna","B",7
2021-05-10,"Wallonia","18-34","M","Pfizer-BioNTech","A",616
2021-05-10,"Wallonia","18-34","M","Pfizer-BioNTech","B",20
2021-05-10,"Wallonia","35-44","F","AstraZeneca-Oxford","A",1162
2021-05-10,"Wallonia","35-44","F","AstraZeneca-Oxford","B",6
2021-05-10,"Wallonia","35-44","F","Johnson&Johnson","C",64
2021-05-10,"Wallonia","35-44","F","Moderna","A",342
2021-05-10,"Wallonia","35-44","F","Moderna","B",13
2021-05-10,"Wallonia","35-44","F","Pfizer-BioNTech","A",1906
2021-05-10,"Wallonia","35-44","F","Pfizer-BioNTech","B",18
2021-05-10,"Wallonia","35-44","M","AstraZeneca-Oxford","A",1427
2021-05-10,"Wallonia","35-44","M","AstraZeneca-Oxford","B",3
2021-05-10,"Wallonia","35-44","M","Johnson&Johnson","C",50
2021-05-10,"Wallonia","35-44","M","Moderna","A",333
2021-05-10,"Wallonia","35-44","M","Moderna","B",11
2021-05-10,"Wallonia","35-44","M","Pfizer-BioNTech","A",1946
2021-05-10,"Wallonia","35-44","M","Pfizer-BioNTech","B",14
2021-05-10,"Wallonia","45-54","F","AstraZeneca-Oxford","A",3258
2021-05-10,"Wallonia","45-54","F","AstraZeneca-Oxford","B",6
2021-05-10,"Wallonia","45-54","F","Johnson&Johnson","C",248
2021-05-10,"Wallonia","45-54","F","Moderna","A",931
2021-05-10,"Wallonia","45-54","F","Moderna","B",15
2021-05-10,"Wallonia","45-54","F","Pfizer-BioNTech","A",2657
2021-05-10,"Wallonia","45-54","F","Pfizer-BioNTech","B",27
2021-05-10,"Wallonia","45-54","M","AstraZeneca-Oxford","A",4092
2021-05-10,"Wallonia","45-54","M","AstraZeneca-Oxford","B",5
2021-05-10,"Wallonia","45-54","M","Johnson&Johnson","C",244
2021-05-10,"Wallonia","45-54","M","Moderna","A",968
2021-05-10,"Wallonia","45-54","M","Moderna","B",21
2021-05-10,"Wallonia","45-54","M","Pfizer-BioNTech","A",2967
2021-05-10,"Wallonia","45-54","M","Pfizer-BioNTech","B",26
2021-05-10,"Wallonia","55-64","F","AstraZeneca-Oxford","A",2042
2021-05-10,"Wallonia","55-64","F","AstraZeneca-Oxford","B",2
2021-05-10,"Wallonia","55-64","F","Johnson&Johnson","C",41
2021-05-10,"Wallonia","55-64","F","Moderna","A",399
2021-05-10,"Wallonia","55-64","F","Moderna","B",96
2021-05-10,"Wallonia","55-64","F","Pfizer-BioNTech","A",2396
2021-05-10,"Wallonia","55-64","F","Pfizer-BioNTech","B",42
2021-05-10,"Wallonia","55-64","M","AstraZeneca-Oxford","A",2538
2021-05-10,"Wallonia","55-64","M","AstraZeneca-Oxford","B",3
2021-05-10,"Wallonia","55-64","M","Johnson&Johnson","C",48
2021-05-10,"Wallonia","55-64","M","Moderna","A",384
2021-05-10,"Wallonia","55-64","M","Moderna","B",101
2021-05-10,"Wallonia","55-64","M","Pfizer-BioNTech","A",2390
2021-05-10,"Wallonia","55-64","M","Pfizer-BioNTech","B",45
2021-05-10,"Wallonia","65-74","F","AstraZeneca-Oxford","A",386
2021-05-10,"Wallonia","65-74","F","AstraZeneca-Oxford","B",1
2021-05-10,"Wallonia","65-74","F","Johnson&Johnson","C",25
2021-05-10,"Wallonia","65-74","F","Moderna","A",89
2021-05-10,"Wallonia","65-74","F","Moderna","B",99
2021-05-10,"Wallonia","65-74","F","Pfizer-BioNTech","A",1052
2021-05-10,"Wallonia","65-74","F","Pfizer-BioNTech","B",62
2021-05-10,"Wallonia","65-74","M","AstraZeneca-Oxford","A",405
2021-05-10,"Wallonia","65-74","M","AstraZeneca-Oxford","B",1
2021-05-10,"Wallonia","65-74","M","Johnson&Johnson","C",19
2021-05-10,"Wallonia","65-74","M","Moderna","A",50
2021-05-10,"Wallonia","65-74","M","Moderna","B",97
2021-05-10,"Wallonia","65-74","M","Pfizer-BioNTech","A",838
2021-05-10,"Wallonia","65-74","M","Pfizer-BioNTech","B",46
2021-05-10,"Wallonia","75-84","F","AstraZeneca-Oxford","A",75
2021-05-10,"Wallonia","75-84","F","AstraZeneca-Oxford","B",2
2021-05-10,"Wallonia","75-84","F","Johnson&Johnson","C",33
2021-05-10,"Wallonia","75-84","F","Moderna","A",27
2021-05-10,"Wallonia","75-84","F","Moderna","B",19
2021-05-10,"Wallonia","75-84","F","Pfizer-BioNTech","A",203
2021-05-10,"Wallonia","75-84","F","Pfizer-BioNTech","B",18
2021-05-10,"Wallonia","75-84","M","AstraZeneca-Oxford","A",57
2021-05-10,"Wallonia","75-84","M","AstraZeneca-Oxford","B",2
2021-05-10,"Wallonia","75-84","M","Johnson&Johnson","C",17
2021-05-10,"Wallonia","75-84","M","Moderna","A",7
2021-05-10,"Wallonia","75-84","M","Moderna","B",12
2021-05-10,"Wallonia","75-84","M","Pfizer-BioNTech","A",113
2021-05-10,"Wallonia","75-84","M","Pfizer-BioNTech","B",10
2021-05-10,"Wallonia","85+","F","AstraZeneca-Oxford","A",17
2021-05-10,"Wallonia","85+","F","Johnson&Johnson","C",31
2021-05-10,"Wallonia","85+","F","Moderna","A",9
2021-05-10,"Wallonia","85+","F","Moderna","B",3
2021-05-10,"Wallonia","85+","F","Pfizer-BioNTech","A",67
2021-05-10,"Wallonia","85+","F","Pfizer-BioNTech","B",7
2021-05-10,"Wallonia","85+","M","AstraZeneca-Oxford","A",12
2021-05-10,"Wallonia","85+","M","Johnson&Johnson","C",11
2021-05-10,"Wallonia","85+","M","Moderna","A",2
2021-05-10,"Wallonia","85+","M","Moderna","B",3
2021-05-10,"Wallonia","85+","M","Pfizer-BioNTech","A",32
2021-05-10,"Wallonia","85+","M","Pfizer-BioNTech","B",5
2021-05-11,"Brussels","0-17","F","Pfizer-BioNTech","A",4
2021-05-11,"Brussels","0-17","M","Pfizer-BioNTech","A",4
2021-05-11,"Brussels","18-34","F","AstraZeneca-Oxford","A",1
2021-05-11,"Brussels","18-34","F","AstraZeneca-Oxford","B",16
2021-05-11,"Brussels","18-34","F","Johnson&Johnson","C",3
2021-05-11,"Brussels","18-34","F","Moderna","A",12
2021-05-11,"Brussels","18-34","F","Moderna","B",6
2021-05-11,"Brussels","18-34","F","Pfizer-BioNTech","A",77
2021-05-11,"Brussels","18-34","F","Pfizer-BioNTech","B",50
2021-05-11,"Brussels","18-34","M","AstraZeneca-Oxford","A",2
2021-05-11,"Brussels","18-34","M","AstraZeneca-Oxford","B",6
2021-05-11,"Brussels","18-34","M","Johnson&Johnson","C",5
2021-05-11,"Brussels","18-34","M","Moderna","A",9
2021-05-11,"Brussels","18-34","M","Moderna","B",2
2021-05-11,"Brussels","18-34","M","Pfizer-BioNTech","A",55
2021-05-11,"Brussels","18-34","M","Pfizer-BioNTech","B",39
2021-05-11,"Brussels","35-44","F","AstraZeneca-Oxford","A",342
2021-05-11,"Brussels","35-44","F","AstraZeneca-Oxford","B",8
2021-05-11,"Brussels","35-44","F","Johnson&Johnson","C",3
2021-05-11,"Brussels","35-44","F","Moderna","A",20
2021-05-11,"Brussels","35-44","F","Moderna","B",2
2021-05-11,"Brussels","35-44","F","Pfizer-BioNTech","A",265
2021-05-11,"Brussels","35-44","F","Pfizer-BioNTech","B",49
2021-05-11,"Brussels","35-44","M","AstraZeneca-Oxford","A",437
2021-05-11,"Brussels","35-44","M","AstraZeneca-Oxford","B",7
2021-05-11,"Brussels","35-44","M","Johnson&Johnson","C",7
2021-05-11,"Brussels","35-44","M","Moderna","A",17
2021-05-11,"Brussels","35-44","M","Moderna","B",3
2021-05-11,"Brussels","35-44","M","Pfizer-BioNTech","A",200
2021-05-11,"Brussels","35-44","M","Pfizer-BioNTech","B",31
2021-05-11,"Brussels","45-54","F","AstraZeneca-Oxford","A",626
2021-05-11,"Brussels","45-54","F","AstraZeneca-Oxford","B",13
2021-05-11,"Brussels","45-54","F","Johnson&Johnson","C",1
2021-05-11,"Brussels","45-54","F","Moderna","A",138
2021-05-11,"Brussels","45-54","F","Moderna","B",44
2021-05-11,"Brussels","45-54","F","Pfizer-BioNTech","A",569
2021-05-11,"Brussels","45-54","F","Pfizer-BioNTech","B",210
2021-05-11,"Brussels","45-54","M","AstraZeneca-Oxford","A",928
2021-05-11,"Brussels","45-54","M","AstraZeneca-Oxford","B",6
2021-05-11,"Brussels","45-54","M","Johnson&Johnson","C",3
2021-05-11,"Brussels","45-54","M","Moderna","A",154
2021-05-11,"Brussels","45-54","M","Moderna","B",99
2021-05-11,"Brussels","45-54","M","Pfizer-BioNTech","A",573
2021-05-11,"Brussels","45-54","M","Pfizer-BioNTech","B",237
2021-05-11,"Brussels","45-54",NA,"AstraZeneca-Oxford","A",1
2021-05-11,"Brussels","55-64","F","AstraZeneca-Oxford","A",174
2021-05-11,"Brussels","55-64","F","AstraZeneca-Oxford","B",37
2021-05-11,"Brussels","55-64","F","Johnson&Johnson","C",7
2021-05-11,"Brussels","55-64","F","Moderna","A",68
2021-05-11,"Brussels","55-64","F","Moderna","B",117
2021-05-11,"Brussels","55-64","F","Pfizer-BioNTech","A",157
2021-05-11,"Brussels","55-64","F","Pfizer-BioNTech","B",588
2021-05-11,"Brussels","55-64","M","AstraZeneca-Oxford","A",224
2021-05-11,"Brussels","55-64","M","AstraZeneca-Oxford","B",60
2021-05-11,"Brussels","55-64","M","Johnson&Johnson","C",4
2021-05-11,"Brussels","55-64","M","Moderna","A",73
2021-05-11,"Brussels","55-64","M","Moderna","B",138
2021-05-11,"Brussels","55-64","M","Pfizer-BioNTech","A",178
2021-05-11,"Brussels","55-64","M","Pfizer-BioNTech","B",607
2021-05-11,"Brussels","55-64",NA,"Pfizer-BioNTech","B",1
2021-05-11,"Brussels","65-74","F","AstraZeneca-Oxford","A",50
2021-05-11,"Brussels","65-74","F","Johnson&Johnson","C",12
2021-05-11,"Brussels","65-74","F","Moderna","A",30
2021-05-11,"Brussels","65-74","F","Moderna","B",53
2021-05-11,"Brussels","65-74","F","Pfizer-BioNTech","A",60
2021-05-11,"Brussels","65-74","F","Pfizer-BioNTech","B",704
2021-05-11,"Brussels","65-74","M","AstraZeneca-Oxford","A",43
2021-05-11,"Brussels","65-74","M","AstraZeneca-Oxford","B",2
2021-05-11,"Brussels","65-74","M","Johnson&Johnson","C",9
2021-05-11,"Brussels","65-74","M","Moderna","A",18
2021-05-11,"Brussels","65-74","M","Moderna","B",25
2021-05-11,"Brussels","65-74","M","Pfizer-BioNTech","A",33
2021-05-11,"Brussels","65-74","M","Pfizer-BioNTech","B",528
2021-05-11,"Brussels","75-84","F","AstraZeneca-Oxford","A",11
2021-05-11,"Brussels","75-84","F","Johnson&Johnson","C",25
2021-05-11,"Brussels","75-84","F","Moderna","A",11
2021-05-11,"Brussels","75-84","F","Moderna","B",19
2021-05-11,"Brussels","75-84","F","Pfizer-BioNTech","A",20
2021-05-11,"Brussels","75-84","F","Pfizer-BioNTech","B",148
2021-05-11,"Brussels","75-84","M","AstraZeneca-Oxford","A",25
2021-05-11,"Brussels","75-84","M","Johnson&Johnson","C",9
2021-05-11,"Brussels","75-84","M","Moderna","A",6
2021-05-11,"Brussels","75-84","M","Moderna","B",13
2021-05-11,"Brussels","75-84","M","Pfizer-BioNTech","A",23
2021-05-11,"Brussels","75-84","M","Pfizer-BioNTech","B",79
2021-05-11,"Brussels","85+","F","AstraZeneca-Oxford","A",9
2021-05-11,"Brussels","85+","F","Johnson&Johnson","C",27
2021-05-11,"Brussels","85+","F","Moderna","A",6
2021-05-11,"Brussels","85+","F","Moderna","B",6
2021-05-11,"Brussels","85+","F","Pfizer-BioNTech","A",5
2021-05-11,"Brussels","85+","F","Pfizer-BioNTech","B",63
2021-05-11,"Brussels","85+","M","AstraZeneca-Oxford","A",2
2021-05-11,"Brussels","85+","M","Johnson&Johnson","C",23
2021-05-11,"Brussels","85+","M","Moderna","A",1
2021-05-11,"Brussels","85+","M","Moderna","B",5
2021-05-11,"Brussels","85+","M","Pfizer-BioNTech","A",4
2021-05-11,"Brussels","85+","M","Pfizer-BioNTech","B",26
2021-05-11,"Flanders","0-17","F","Moderna","B",2
2021-05-11,"Flanders","0-17","F","Pfizer-BioNTech","A",10
2021-05-11,"Flanders","0-17","M","Johnson&Johnson","C",2
2021-05-11,"Flanders","0-17","M","Moderna","A",1
2021-05-11,"Flanders","0-17","M","Pfizer-BioNTech","A",14
2021-05-11,"Flanders","0-17","M","Pfizer-BioNTech","B",1
2021-05-11,"Flanders","18-34","F","AstraZeneca-Oxford","A",2
2021-05-11,"Flanders","18-34","F","AstraZeneca-Oxford","B",394
2021-05-11,"Flanders","18-34","F","Johnson&Johnson","C",14
2021-05-11,"Flanders","18-34","F","Moderna","A",122
2021-05-11,"Flanders","18-34","F","Moderna","B",82
2021-05-11,"Flanders","18-34","F","Pfizer-BioNTech","A",179
2021-05-11,"Flanders","18-34","F","Pfizer-BioNTech","B",29
2021-05-11,"Flanders","18-34","M","AstraZeneca-Oxford","B",69
2021-05-11,"Flanders","18-34","M","Johnson&Johnson","C",15
2021-05-11,"Flanders","18-34","M","Moderna","A",62
2021-05-11,"Flanders","18-34","M","Moderna","B",71
2021-05-11,"Flanders","18-34","M","Pfizer-BioNTech","A",168
2021-05-11,"Flanders","18-34","M","Pfizer-BioNTech","B",12
2021-05-11,"Flanders","35-44","F","AstraZeneca-Oxford","A",65
2021-05-11,"Flanders","35-44","F","AstraZeneca-Oxford","B",272
2021-05-11,"Flanders","35-44","F","Johnson&Johnson","C",26
2021-05-11,"Flanders","35-44","F","Moderna","A",74
2021-05-11,"Flanders","35-44","F","Moderna","B",77
2021-05-11,"Flanders","35-44","F","Pfizer-BioNTech","A",253
2021-05-11,"Flanders","35-44","F","Pfizer-BioNTech","B",22
2021-05-11,"Flanders","35-44","M","AstraZeneca-Oxford","A",59
2021-05-11,"Flanders","35-44","M","AstraZeneca-Oxford","B",53
2021-05-11,"Flanders","35-44","M","Johnson&Johnson","C",23
2021-05-11,"Flanders","35-44","M","Moderna","A",70
2021-05-11,"Flanders","35-44","M","Moderna","B",72
2021-05-11,"Flanders","35-44","M","Pfizer-BioNTech","A",242
2021-05-11,"Flanders","35-44","M","Pfizer-BioNTech","B",21
2021-05-11,"Flanders","45-54","F","AstraZeneca-Oxford","A",415
2021-05-11,"Flanders","45-54","F","AstraZeneca-Oxford","B",320
2021-05-11,"Flanders","45-54","F","Johnson&Johnson","C",31
2021-05-11,"Flanders","45-54","F","Moderna","A",1704
2021-05-11,"Flanders","45-54","F","Moderna","B",86
2021-05-11,"Flanders","45-54","F","Pfizer-BioNTech","A",460
2021-05-11,"Flanders","45-54","F","Pfizer-BioNTech","B",71
2021-05-11,"Flanders","45-54","M","AstraZeneca-Oxford","A",434
2021-05-11,"Flanders","45-54","M","AstraZeneca-Oxford","B",82
2021-05-11,"Flanders","45-54","M","Johnson&Johnson","C",28
2021-05-11,"Flanders","45-54","M","Moderna","A",2061
2021-05-11,"Flanders","45-54","M","Moderna","B",73
2021-05-11,"Flanders","45-54","M","Pfizer-BioNTech","A",537
2021-05-11,"Flanders","45-54","M","Pfizer-BioNTech","B",94
2021-05-11,"Flanders","55-64","F","AstraZeneca-Oxford","A",2176
2021-05-11,"Flanders","55-64","F","AstraZeneca-Oxford","B",29
2021-05-11,"Flanders","55-64","F","Johnson&Johnson","C",24
2021-05-11,"Flanders","55-64","F","Moderna","A",2257
2021-05-11,"Flanders","55-64","F","Moderna","B",71
2021-05-11,"Flanders","55-64","F","Pfizer-BioNTech","A",904
2021-05-11,"Flanders","55-64","F","Pfizer-BioNTech","B",64
2021-05-11,"Flanders","55-64","M","AstraZeneca-Oxford","A",2679
2021-05-11,"Flanders","55-64","M","AstraZeneca-Oxford","B",19
2021-05-11,"Flanders","55-64","M","Johnson&Johnson","C",26
2021-05-11,"Flanders","55-64","M","Moderna","A",2799
2021-05-11,"Flanders","55-64","M","Moderna","B",87
